Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
1411,The city of Fuxin is in Pakistan.,0,Fuxin,Pakistan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Fuxin is in Pakistan. This statement is:"
1412,The city of Quebec is in Canada.,1,Quebec,Canada,Canada,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Quebec is in Canada. This statement is:"
1413,The city of Quebec is in Zimbabwe.,0,Quebec,Zimbabwe,Canada,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Quebec is in Zimbabwe. This statement is:"
1414,The city of Mazar-e Sharif is in Afghanistan.,1,Mazar-e Sharif,Afghanistan,Afghanistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mazar-e Sharif is in Afghanistan. This statement is:"
1415,The city of Mazar-e Sharif is in India.,0,Mazar-e Sharif,India,Afghanistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mazar-e Sharif is in India. This statement is:"
1416,The city of Mar del Plata is in Argentina.,1,Mar del Plata,Argentina,Argentina,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mar del Plata is in Argentina. This statement is:"
1417,The city of Mar del Plata is in Nigeria.,0,Mar del Plata,Nigeria,Argentina,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mar del Plata is in Nigeria. This statement is:"
1418,The city of Salta is in Argentina.,1,Salta,Argentina,Argentina,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Salta is in Argentina. This statement is:"
1419,The city of Salta is in India.,0,Salta,India,Argentina,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Salta is in India. This statement is:"
1420,The city of Bujumbura is in Burundi.,1,Bujumbura,Burundi,Burundi,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bujumbura is in Burundi. This statement is:"
1421,The city of Bujumbura is in Nigeria.,0,Bujumbura,Nigeria,Burundi,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bujumbura is in Nigeria. This statement is:"
1422,The city of Ankara is in Turkey.,1,Ankara,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ankara is in Turkey. This statement is:"
1423,The city of Ankara is in Japan.,0,Ankara,Japan,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ankara is in Japan. This statement is:"
1424,The city of Esenler is in Turkey.,1,Esenler,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Esenler is in Turkey. This statement is:"
1425,The city of Esenler is in India.,0,Esenler,India,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Esenler is in India. This statement is:"
1426,The city of Cankaya is in Turkey.,1,Cankaya,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cankaya is in Turkey. This statement is:"
1427,The city of Cankaya is in the United States.,0,Cankaya,the United States,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cankaya is in the United States. This statement is:"
1428,The city of Ufa is in Russia.,1,Ufa,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ufa is in Russia. This statement is:"
1429,The city of Ufa is in South Korea.,0,Ufa,South Korea,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ufa is in South Korea. This statement is:"
1430,The city of Rawalpindi is in Pakistan.,1,Rawalpindi,Pakistan,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rawalpindi is in Pakistan. This statement is:"
1431,The city of Rawalpindi is in Brazil.,0,Rawalpindi,Brazil,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rawalpindi is in Brazil. This statement is:"
1432,The city of Karachi is in Pakistan.,1,Karachi,Pakistan,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Karachi is in Pakistan. This statement is:"
1433,The city of Karachi is in India.,0,Karachi,India,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Karachi is in India. This statement is:"
1434,The city of Tijuana is in Mexico.,1,Tijuana,Mexico,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tijuana is in Mexico. This statement is:"
1435,The city of Tijuana is in the United Arab Emirates.,0,Tijuana,the United Arab Emirates,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tijuana is in the United Arab Emirates. This statement is:"
1436,The city of Jos is in Nigeria.,1,Jos,Nigeria,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jos is in Nigeria. This statement is:"
1437,The city of Jos is in India.,0,Jos,India,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jos is in India. This statement is:"
1438,The city of Ibadan is in Nigeria.,1,Ibadan,Nigeria,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ibadan is in Nigeria. This statement is:"
1439,The city of Ibadan is in Malaysia.,0,Ibadan,Malaysia,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ibadan is in Malaysia. This statement is:"
1440,The city of Managua is in Nicaragua.,1,Managua,Nicaragua,Nicaragua,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Managua is in Nicaragua. This statement is:"
1441,The city of Managua is in Turkey.,0,Managua,Turkey,Nicaragua,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Managua is in Turkey. This statement is:"
1442,The city of Ha'il is in Saudi Arabia.,1,Ha'il,Saudi Arabia,Saudi Arabia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ha'il is in Saudi Arabia. This statement is:"
1443,The city of Ha'il is in China.,0,Ha'il,China,Saudi Arabia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ha'il is in China. This statement is:"
1444,The city of Haiphong is in Vietnam.,1,Haiphong,Vietnam,Vietnam,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Haiphong is in Vietnam. This statement is:"
1445,The city of Haiphong is in the Dominican Republic.,0,Haiphong,the Dominican Republic,Vietnam,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Haiphong is in the Dominican Republic. This statement is:"
1446,The city of Cape Town is in South Africa.,1,Cape Town,South Africa,South Africa,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cape Town is in South Africa. This statement is:"
1447,The city of Cape Town is in China.,0,Cape Town,China,South Africa,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Cape Town is in China. This statement is:"
1448,The city of Ipoh is in Malaysia.,1,Ipoh,Malaysia,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ipoh is in Malaysia. This statement is:"
1449,The city of Ipoh is in Brazil.,0,Ipoh,Brazil,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ipoh is in Brazil. This statement is:"
1450,The city of Kuantan is in Malaysia.,1,Kuantan,Malaysia,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kuantan is in Malaysia. This statement is:"
1451,The city of Kuantan is in India.,0,Kuantan,India,Malaysia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kuantan is in India. This statement is:"
1452,The city of Maiduguri is in Nigeria.,1,Maiduguri,Nigeria,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maiduguri is in Nigeria. This statement is:"
1453,The city of Maiduguri is in China.,0,Maiduguri,China,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maiduguri is in China. This statement is:"
1454,The city of Yangon is in Myanmar.,1,Yangon,Myanmar,Myanmar,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangon is in Myanmar. This statement is:"
1455,The city of Yangon is in Kenya.,0,Yangon,Kenya,Myanmar,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yangon is in Kenya. This statement is:"
1456,The city of Kathmandu is in Nepal.,1,Kathmandu,Nepal,Nepal,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kathmandu is in Nepal. This statement is:"
1457,The city of Kathmandu is in China.,0,Kathmandu,China,Nepal,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kathmandu is in China. This statement is:"
1458,The city of Las Pinas is in the Philippines.,1,Las Pinas,the Philippines,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Las Pinas is in the Philippines. This statement is:"
1459,The city of Las Pinas is in Yemen.,0,Las Pinas,Yemen,the Philippines,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Las Pinas is in Yemen. This statement is:"
1460,The city of Reynosa is in Mexico.,1,Reynosa,Mexico,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Reynosa is in Mexico. This statement is:"
1461,The city of Reynosa is in China.,0,Reynosa,China,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Reynosa is in China. This statement is:"
1462,The city of Rostov-na-Donu is in Russia.,1,Rostov-na-Donu,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rostov-na-Donu is in Russia. This statement is:"
1463,The city of Rostov-na-Donu is in the United Arab Emirates.,0,Rostov-na-Donu,the United Arab Emirates,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rostov-na-Donu is in the United Arab Emirates. This statement is:"
1464,The city of Ibague is in Colombia.,1,Ibague,Colombia,Colombia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ibague is in Colombia. This statement is:"
1465,The city of Ibague is in Finland.,0,Ibague,Finland,Colombia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ibague is in Finland. This statement is:"
1466,The city of Copenhagen is in Denmark.,1,Copenhagen,Denmark,Denmark,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Copenhagen is in Denmark. This statement is:"
1467,The city of Copenhagen is in China.,0,Copenhagen,China,Denmark,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Copenhagen is in China. This statement is:"
1468,The city of Xinyang is in China.,1,Xinyang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xinyang is in China. This statement is:"
1469,The city of Xinyang is in Japan.,0,Xinyang,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Xinyang is in Japan. This statement is:"
1470,The city of Weinan is in China.,1,Weinan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weinan is in China. This statement is:"
1471,The city of Weinan is in Colombia.,0,Weinan,Colombia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weinan is in Colombia. This statement is:"
1472,The city of Wanning is in China.,1,Wanning,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Wanning is in China. This statement is:"
1473,The city of Wanning is in the United States.,0,Wanning,the United States,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Wanning is in the United States. This statement is:"
1474,The city of Shijiazhuang is in China.,1,Shijiazhuang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shijiazhuang is in China. This statement is:"
1475,The city of Shijiazhuang is in Uzbekistan.,0,Shijiazhuang,Uzbekistan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Shijiazhuang is in Uzbekistan. This statement is:"
1476,The city of Laiwu is in China.,1,Laiwu,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Laiwu is in China. This statement is:"
1477,The city of Laiwu is in the United States.,0,Laiwu,the United States,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Laiwu is in the United States. This statement is:"
1478,The city of Hengyang is in China.,1,Hengyang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hengyang is in China. This statement is:"
1479,The city of Hengyang is in Turkey.,0,Hengyang,Turkey,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Hengyang is in Turkey. This statement is:"
1480,The city of Changchun is in China.,1,Changchun,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Changchun is in China. This statement is:"
1481,The city of Changchun is in Germany.,0,Changchun,Germany,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Changchun is in Germany. This statement is:"
1482,The city of Varanasi is in India.,1,Varanasi,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Varanasi is in India. This statement is:"
1483,The city of Varanasi is in Turkey.,0,Varanasi,Turkey,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Varanasi is in Turkey. This statement is:"
1484,The city of Puducherry is in India.,1,Puducherry,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Puducherry is in India. This statement is:"
1485,The city of Puducherry is in Brazil.,0,Puducherry,Brazil,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Puducherry is in Brazil. This statement is:"
1486,The city of Bhopal is in India.,1,Bhopal,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhopal is in India. This statement is:"
1487,The city of Bhopal is in Russia.,0,Bhopal,Russia,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhopal is in Russia. This statement is:"
1488,The city of Kanayannur is in India.,1,Kanayannur,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kanayannur is in India. This statement is:"
1489,The city of Kanayannur is in Saudi Arabia.,0,Kanayannur,Saudi Arabia,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kanayannur is in Saudi Arabia. This statement is:"
1490,The city of Kirkuk is in Iraq.,1,Kirkuk,Iraq,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kirkuk is in Iraq. This statement is:"
1491,The city of Kirkuk is in China.,0,Kirkuk,China,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kirkuk is in China. This statement is:"
1492,The city of Al Mawsil al Jadidah is in Iraq.,1,Al Mawsil al Jadidah,Iraq,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Mawsil al Jadidah is in Iraq. This statement is:"
1493,The city of Al Mawsil al Jadidah is in India.,0,Al Mawsil al Jadidah,India,Iraq,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Al Mawsil al Jadidah is in India. This statement is:"
1494,The city of Tangerang is in Indonesia.,1,Tangerang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangerang is in Indonesia. This statement is:"
1495,The city of Tangerang is in China.,0,Tangerang,China,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tangerang is in China. This statement is:"
0,The city of Krasnodar is not in Russia.,0,Krasnodar,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Krasnodar is not in Russia. This statement is:"
1,The city of Krasnodar is not in South Africa.,1,Krasnodar,South Africa,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Krasnodar is not in South Africa. This statement is:"
2,The city of Lodz is not in Poland.,0,Lodz,Poland,Poland,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lodz is not in Poland. This statement is:"
3,The city of Lodz is not in the Dominican Republic.,1,Lodz,the Dominican Republic,Poland,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lodz is not in the Dominican Republic. This statement is:"
4,The city of Maracay is not in Venezuela.,0,Maracay,Venezuela,Venezuela,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maracay is not in Venezuela. This statement is:"
5,The city of Maracay is not in China.,1,Maracay,China,Venezuela,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Maracay is not in China. This statement is:"
6,The city of Baku is not in Azerbaijan.,0,Baku,Azerbaijan,Azerbaijan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Baku is not in Azerbaijan. This statement is:"
7,The city of Baku is not in Ukraine.,1,Baku,Ukraine,Azerbaijan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Baku is not in Ukraine. This statement is:"
8,The city of Baoji is not in China.,0,Baoji,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Baoji is not in China. This statement is:"
9,The city of Baoji is not in Guatemala.,1,Baoji,Guatemala,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Baoji is not in Guatemala. This statement is:"
10,The city of Addis Ababa is not in Ethiopia.,0,Addis Ababa,Ethiopia,Ethiopia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Addis Ababa is not in Ethiopia. This statement is:"
11,The city of Addis Ababa is not in Indonesia.,1,Addis Ababa,Indonesia,Ethiopia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Addis Ababa is not in Indonesia. This statement is:"
12,The city of Abidjan is not in Côte d'Ivoire.,0,Abidjan,Côte d'Ivoire,Côte d'Ivoire,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abidjan is not in Côte d'Ivoire. This statement is:"
13,The city of Abidjan is not in China.,1,Abidjan,China,Côte d'Ivoire,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Abidjan is not in China. This statement is:"
14,The city of Yongzhou is not in China.,0,Yongzhou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yongzhou is not in China. This statement is:"
15,The city of Yongzhou is not in Ukraine.,1,Yongzhou,Ukraine,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yongzhou is not in Ukraine. This statement is:"
16,The city of Nanchong is not in China.,0,Nanchong,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nanchong is not in China. This statement is:"
17,The city of Nanchong is not in Nigeria.,1,Nanchong,Nigeria,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nanchong is not in Nigeria. This statement is:"
18,The city of Lu'an is not in China.,0,Lu'an,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lu'an is not in China. This statement is:"
19,The city of Lu'an is not in Turkey.,1,Lu'an,Turkey,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lu'an is not in Turkey. This statement is:"
20,The city of Jiaxing is not in China.,0,Jiaxing,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiaxing is not in China. This statement is:"
21,The city of Jiaxing is not in Ukraine.,1,Jiaxing,Ukraine,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Jiaxing is not in Ukraine. This statement is:"
22,The city of Huaihua is not in China.,0,Huaihua,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Huaihua is not in China. This statement is:"
23,The city of Huaihua is not in South Africa.,1,Huaihua,South Africa,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Huaihua is not in South Africa. This statement is:"
24,The city of Anqing is not in China.,0,Anqing,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Anqing is not in China. This statement is:"
25,The city of Anqing is not in Brazil.,1,Anqing,Brazil,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Anqing is not in Brazil. This statement is:"
26,The city of Yingkou is not in China.,0,Yingkou,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yingkou is not in China. This statement is:"
27,The city of Yingkou is not in the Philippines.,1,Yingkou,the Philippines,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Yingkou is not in the Philippines. This statement is:"
28,The city of Panshan is not in China.,0,Panshan,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Panshan is not in China. This statement is:"
29,The city of Panshan is not in Japan.,1,Panshan,Japan,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Panshan is not in Japan. This statement is:"
30,The city of Guatemala City is not in Guatemala.,0,Guatemala City,Guatemala,Guatemala,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guatemala City is not in Guatemala. This statement is:"
31,The city of Guatemala City is not in Croatia.,1,Guatemala City,Croatia,Guatemala,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Guatemala City is not in Croatia. This statement is:"
32,The city of Bauchi is not in Nigeria.,0,Bauchi,Nigeria,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bauchi is not in Nigeria. This statement is:"
33,The city of Bauchi is not in Iran.,1,Bauchi,Iran,Nigeria,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bauchi is not in Iran. This statement is:"
34,The city of Tokyo is not in Japan.,0,Tokyo,Japan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tokyo is not in Japan. This statement is:"
35,The city of Tokyo is not in Pakistan.,1,Tokyo,Pakistan,Japan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tokyo is not in Pakistan. This statement is:"
36,The city of Mombasa is not in Kenya.,0,Mombasa,Kenya,Kenya,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mombasa is not in Kenya. This statement is:"
37,The city of Mombasa is not in India.,1,Mombasa,India,Kenya,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Mombasa is not in India. This statement is:"
38,The city of Ulsan is not in South Korea.,0,Ulsan,South Korea,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ulsan is not in South Korea. This statement is:"
39,The city of Ulsan is not in South Africa.,1,Ulsan,South Africa,South Korea,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ulsan is not in South Africa. This statement is:"
40,The city of Warangal is not in India.,0,Warangal,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Warangal is not in India. This statement is:"
41,The city of Warangal is not in Yemen.,1,Warangal,Yemen,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Warangal is not in Yemen. This statement is:"
42,The city of Tiruchirappalli is not in India.,0,Tiruchirappalli,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tiruchirappalli is not in India. This statement is:"
43,The city of Tiruchirappalli is not in Iraq.,1,Tiruchirappalli,Iraq,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tiruchirappalli is not in Iraq. This statement is:"
44,The city of Nowrangapur is not in India.,0,Nowrangapur,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nowrangapur is not in India. This statement is:"
45,The city of Nowrangapur is not in Vietnam.,1,Nowrangapur,Vietnam,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Nowrangapur is not in Vietnam. This statement is:"
46,The city of Sambhaji Nagar is not in India.,0,Sambhaji Nagar,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sambhaji Nagar is not in India. This statement is:"
47,The city of Sambhaji Nagar is not in China.,1,Sambhaji Nagar,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Sambhaji Nagar is not in China. This statement is:"
48,The city of Ajmer is not in India.,0,Ajmer,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ajmer is not in India. This statement is:"
49,The city of Ajmer is not in Russia.,1,Ajmer,Russia,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ajmer is not in Russia. This statement is:"
50,The city of Rohini is not in India.,0,Rohini,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rohini is not in India. This statement is:"
51,The city of Rohini is not in Russia.,1,Rohini,Russia,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Rohini is not in Russia. This statement is:"
52,The city of Serang is not in Indonesia.,0,Serang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Serang is not in Indonesia. This statement is:"
53,The city of Serang is not in Poland.,1,Serang,Poland,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Serang is not in Poland. This statement is:"
